ID,type,lng                 ,lat                 ,pack_total_weight,pack_total_volume,first_receive_tm,last_receive_tm
20033,2,116.567662 ,39.807068 ,0.09136,0.131,09:30,11:00
20034,2,116.501883 ,39.943854 ,0.22358,0.4922,10:00,12:00
20035,2,116.428632 ,39.942630 ,0.22988,0.3682,09:30,11:00
20036,2,116.171591 ,39.916688 ,0.26023,0.4573,10:00,12:00
20037,2,116.413422 ,40.108700 ,0.21745,0.3755,09:30,11:30
20038,2,116.340421 ,39.962202 ,0.09864,0.1752,08:00,09:00
20039,2,116.490455 ,40.062981 ,0.00632,0.0079,09:00,11:00
20040,2,116.173078 ,39.829917 ,0.19235,0.327,08:00,09:30
20041,2,116.485587 ,39.749063 ,0.304,0.5679,09:30,11:30
20042,2,116.270369 ,40.064991 ,0.75182,1.2771,10:00,12:00
20043,2,116.410394 ,39.749525 ,0.18451,0.3283,09:00,11:00
20044,2,116.367430 ,39.943948 ,0.20214,0.5161,08:30,10:30
20045,2,116.622613 ,39.828987 ,0.13264,0.2572,10:00,12:00
20046,2,116.344687 ,40.098548 ,0.03846,0.071,09:00,09:30
20047,2,116.412047 ,39.921248 ,0.21824,0.3873,10:00,12:00
20048,2,116.666681 ,39.963302 ,0.33378,0.5685,11:00,11:30
20049,2,116.623855 ,40.034764 ,0.02936,0.1661,08:30,10:30
20050,2,116.260720 ,39.867382 ,0.7267,1.2479,11:30,12:00
20051,2,116.116424 ,39.698811 ,0.13004,0.2375,11:00,11:30
20052,2,116.441446 ,39.907006 ,0.18371,0.3267,08:00,09:30
20053,2,116.414931 ,40.116648 ,0.166915,0.2792,11:30,12:00
20054,2,116.657571 ,39.936746 ,0.2558,0.397,11:00,11:30
20055,2,116.259966 ,39.902255 ,0.0412,0.4014,08:30,09:00
20056,2,116.428845 ,39.977030 ,0.20346,0.3806,08:00,10:00
20057,2,116.116080 ,40.043544 ,0.76656,1.681,08:00,08:30
20058,2,116.489800 ,39.986323 ,0.58004,0.8199,09:00,11:00
20059,2,116.677240 ,40.003634 ,0.16622,0.3001,10:00,12:00
20060,2,116.554579 ,39.988100 ,0.2283,2.1049,09:00,11:00
20061,2,116.269235 ,40.142660 ,0.12846,0.2657,10:00,12:00
20062,2,116.390683 ,39.869448 ,0.01392,0.0428,09:00,11:00
20063,2,116.443659 ,40.085047 ,0.1111,0.2484,09:00,10:30
20064,2,116.451792 ,40.123530 ,0.00462,0.0397,08:00,09:30
20065,2,116.300304 ,39.988022 ,0.333036,0.4198,09:30,11:00
20066,2,116.183096 ,39.701018 ,0.04836,0.0828,10:30,12:00
20067,2,116.271700 ,39.696305 ,0.04872,0.2049,09:00,10:30
20068,2,116.195216 ,39.828493 ,0.006084,0.0099,08:00,09:00
20069,2,116.476932 ,39.879978 ,0.19048,0.3598,09:00,10:30
20070,2,116.225847 ,40.143419 ,0.01,0.2485,10:00,11:30
20071,2,116.418194 ,39.935658 ,0.0012,0.0035,11:00,12:00
20072,2,116.325976 ,40.165618 ,0.21778,0.3967,10:30,11:30
20073,2,116.301821 ,39.788007 ,0.007,0.1027,11:00,12:00
20074,2,116.357250 ,39.877552 ,1.32352,2.1644,10:00,11:00
20075,2,116.408927 ,39.862725 ,0.16918,0.296,11:00,12:00
20076,2,116.607442 ,39.980989 ,0.10068,0.2081,10:00,11:00
20077,2,116.264527 ,39.904420 ,0.75738,1.2245,11:00,12:00
20078,2,116.348770 ,39.709968 ,0.2865,2.3641,10:00,11:00
20079,2,116.526961 ,39.813701 ,0.70544,1.1029,10:30,11:00
20080,2,116.537335 ,39.874379 ,0.1785,0.2813,09:00,09:30
20081,2,116.422373 ,39.922823 ,0.23318,0.4273,10:00,10:30
20082,2,116.317850 ,40.049692 ,0.2865,2.3641,10:00,10:30
20083,2,116.558528 ,39.770781 ,0.19728,1.6147,11:30,12:00
20084,2,116.494686 ,39.859979 ,0.0146,0.0248,09:00,09:30
20085,2,116.653142 ,39.912428 ,0.025,0.2125,09:30,10:00
20086,2,116.539637 ,40.031550 ,0.0111,0.0915,09:00,09:30
20087,2,116.437659 ,39.922118 ,0.0256,0.0476,08:30,10:30
20088,2,116.414636 ,40.081922 ,0.14,1.18,09:00,11:00
20089,2,116.608911 ,39.943043 ,0.0338,0.2891,08:00,10:00
20090,2,116.240179 ,39.832163 ,0.195,0.2971,08:30,10:30
20091,2,116.624930 ,39.922502 ,0.54875,0.6172,08:00,10:00
20092,2,116.443819 ,39.737954 ,0.202625,0.3466,09:00,11:00
20093,2,116.157995 ,39.971411 ,0.2347,0.3615,08:00,10:00
20094,2,116.402641 ,39.869400 ,0.78418,1.3546,09:00,11:00
20095,2,116.498756 ,40.137610 ,1.47234,2.1739,10:30,12:00
20096,2,116.576626 ,39.932080 ,0.38658,0.9491,09:30,11:00
20097,2,116.459352 ,39.926201 ,0.65512,1.3405,10:00,11:30
20098,2,116.339701 ,40.000489 ,1.06782,1.815,10:30,12:00
20099,2,116.580670 ,39.847048 ,0.68836,1.2248,09:00,10:30
20100,2,116.455124 ,39.817649 ,0.57234,1.0029,08:00,09:30
20101,2,116.414650 ,39.844925 ,2.1065,3.6022,09:00,10:30
20102,2,116.320712 ,39.911024 ,1.14716,1.8912,08:00,09:30
20103,2,116.187568 ,39.855124 ,0.54768,0.8837,09:30,10:30
20104,2,116.660333 ,39.956927 ,0.0453,0.0835,10:00,11:00
20105,2,116.382861 ,39.870491 ,0.06464,0.1424,11:00,12:00
20106,2,116.602154 ,39.951390 ,1.26118,3.0455,10:00,11:00
20107,2,116.598924 ,39.896730 ,0.5767,1.0928,11:30,12:00
20108,2,116.293006 ,39.907580 ,0.6491,1.051,10:00,10:30
20109,2,116.244166 ,40.042737 ,0.20254,0.3968,10:00,10:30
20110,2,116.414572 ,40.009596 ,0.6503,1.4123,10:30,11:00
20111,2,116.207234 ,40.065070 ,0.18078,0.4447,10:00,12:00
20112,2,116.498353 ,39.934944 ,0.03996,0.0837,09:00,11:00
20113,2,116.397493 ,39.887702 ,2.03792,3.1533,11:00,12:00
20114,2,116.279376 ,39.756590 ,0.3067,0.5392,11:00,11:30
20115,2,116.374850 ,40.056219 ,0.15824,0.2899,11:00,11:30
20116,2,116.408855 ,39.920865 ,0.89194,1.3319,08:00,10:00
20117,2,116.318109 ,40.013436 ,0.43696,0.6994,10:30,11:00
20118,2,116.452279 ,39.748087 ,0.78976,1.4728,11:00,11:30
20119,2,116.393179 ,40.122868 ,0.29816,0.5931,08:00,09:00
20120,2,116.595639 ,39.929766 ,0.21432,0.4836,08:30,10:30
20121,2,116.487234 ,40.133630 ,0.0253,0.052,09:00,11:00
20122,2,116.165116 ,39.871749 ,0.1304,0.2004,11:00,11:30
20123,2,116.277710 ,40.042378 ,0.195,0.2971,08:00,08:30
20124,2,116.194162 ,40.007520 ,0.1613,0.2846,10:00,10:30
20125,2,116.566022 ,39.778848 ,0.412064,0.6996,10:00,12:00
20126,2,116.411912 ,39.916844 ,0.195,0.2971,08:30,10:30
20127,2,116.437106 ,39.920872 ,0.147365,0.281,10:00,11:30
20128,2,116.599102 ,39.772456 ,0.00377,0.0248,10:00,11:30
20129,2,116.443319 ,39.881481 ,0.0086,0.0127,11:00,12:00
20130,2,116.390961 ,40.116369 ,0.05,0.4251,10:30,11:30
20131,2,116.320231 ,39.954882 ,1,1.3794,08:00,09:00
20132,2,116.606759 ,39.894672 ,1,1.3794,09:30,10:00
20133,2,116.252625 ,40.078747 ,0.253,2.2057,08:00,09:00
20134,2,116.647880 ,39.897239 ,0.134325,0.2374,11:00,11:30
20135,2,116.246718 ,40.040702 ,0.1012,0.2079,08:00,08:30
20136,2,116.343155 ,39.976824 ,0.09648,0.3089,08:30,10:30
20137,2,116.535963 ,40.124322 ,0.169,1.4453,08:00,10:00
20138,2,116.169350 ,40.093857 ,0.79522,1.3958,10:00,12:00
20139,2,116.411440 ,39.956709 ,0.0012,0.0146,08:00,09:30
20140,2,116.298525 ,40.111116 ,0.008,0.0826,10:00,11:30
20141,2,116.203074 ,39.747912 ,0.0052,0.077,08:00,09:30
20142,2,116.097985 ,39.986269 ,0.0012,0.0146,08:00,09:30
20143,2,116.671750 ,39.886428 ,1.506,1.8954,09:30,10:30
20144,2,116.293570 ,39.855023 ,0.069948,0.1332,09:30,10:30
20145,2,116.500452 ,39.783334 ,0.0962,0.1748,10:00,10:30
20146,2,116.478996 ,40.014860 ,0.02158,0.12,08:00,09:00
20147,2,116.340721 ,40.038179 ,0.01628,0.12,08:00,10:00
20148,2,116.459293 ,39.829528 ,0.04501,0.25,10:00,12:00
20149,2,116.569730 ,39.803575 ,0.00892,0.07,08:00,10:00
20150,2,116.351898 ,39.825749 ,0.04507,0.3,09:00,10:30
20151,2,116.604977 ,39.918527 ,0.00513,0.07,10:00,11:30
20152,2,116.177798 ,39.829510 ,0.04213,0.4,10:30,12:00
20153,2,116.161266 ,39.972374 ,0.07445,0.55,10:00,11:00
20154,2,116.120459 ,39.963404 ,0.07119,0.45,08:00,09:00
20155,2,116.327497 ,39.772979 ,0.0607,0.55,11:00,11:30
20156,2,116.296617 ,40.158843 ,0.06455,0.35,10:00,11:00
20157,2,116.327706 ,39.795505 ,0.2009,1.05,11:00,11:30
20158,2,116.259961 ,39.735708 ,0.0086,0.0127,09:00,09:30
20159,2,116.538987 ,40.054967 ,0.267088,0.6214,10:00,12:00
20160,2,116.527949 ,39.847399 ,0.163165,0.2514,08:00,09:30
20161,2,116.326410 ,39.884319 ,0.03808,0.3917,09:00,10:30
20162,2,116.583582 ,39.762536 ,0.08946,0.0905,09:00,10:30
20163,2,116.283098 ,39.777327 ,0.0357,0.2904,09:00,10:30
20164,2,116.253246 ,39.905355 ,0.10366,0.2642,11:00,12:00
20165,2,116.502255 ,39.953948 ,0.2272,1.7844,11:00,12:00
20166,2,116.148390 ,39.867188 ,0.55498,0.8867,08:00,09:00
20167,2,116.118358 ,39.744257 ,0.0497,0.0955,09:30,10:00
20168,2,116.496966 ,40.095030 ,0.07844,0.5458,09:00,10:00
20169,2,116.443437 ,40.020307 ,0.13949,0.2248,10:00,10:30
20170,2,116.444703 ,39.860382 ,0.3695,1.7515,11:00,11:30
20171,2,116.293638 ,39.945433 ,0.208,1.0893,08:00,09:00
20172,2,116.434328 ,39.881502 ,0.172506,0.318,09:30,11:30
20173,2,116.428901 ,40.143464 ,0.253966,0.4287,08:00,09:30
20174,2,116.306186 ,40.124993 ,0.17043,0.3027,08:00,09:00
20175,2,116.311595 ,40.016133 ,0.256,0.4477,08:30,10:00
20176,2,116.588646 ,39.793364 ,0.003,0.2,11:00,12:00
20177,2,116.382400 ,39.749230 ,0.02,0.2,10:00,11:00
20178,2,116.393017 ,40.031609 ,0.009,0.2,08:30,09:30
20179,2,116.520403 ,39.925765 ,0.003,0.2,10:30,11:00
20180,2,116.268232 ,39.774478 ,0.003,0.2,11:00,11:30
20181,2,116.545907 ,39.809461 ,0.011,0.2,10:30,11:00
20182,2,116.656850 ,39.892983 ,0.003,0.2,11:00,11:30
20183,2,116.230996 ,39.778936 ,0.006,0.2,08:00,09:30
20184,2,116.364302 ,39.878255 ,0.006,0.2,10:00,12:00
20185,2,116.505000 ,39.852726 ,0.014,0.2,09:30,11:00
20186,2,116.614302 ,39.878936 ,0.011,0.2,09:00,10:30
20187,2,116.409102 ,40.108765 ,0.021,0.2,10:00,11:30
20188,2,116.489591 ,40.029592 ,0.028,0.2,09:30,10:30
20189,2,116.233198 ,40.073006 ,0.059,0.2,10:00,11:00
20190,2,116.322964 ,39.871833 ,0.017,0.2,09:00,10:00
20191,2,116.494016 ,39.957116 ,0.25033,0.3776,11:00,11:30
20192,2,116.207093 ,39.878158 ,0.10095,1.2773,11:30,12:00
20193,2,116.447249 ,39.850796 ,0.1804,0.2858,08:00,10:00
20194,2,116.250291 ,39.710107 ,0.18408,0.3315,10:00,12:00
20195,2,116.404770 ,40.003738 ,0.162034,0.4891,08:30,10:00
20196,2,116.416723 ,40.047786 ,0.238068,0.4124,08:00,09:30
20197,2,116.544121 ,39.865704 ,0.268045,0.4863,10:00,11:30
20198,2,116.652161 ,39.899866 ,0.17363,0.3469,08:00,09:30
20199,2,116.641990 ,40.048796 ,0.24416,0.4137,09:00,10:00
20200,2,116.381163 ,39.799075 ,0.258605,0.5416,10:00,11:00
20201,2,116.117985 ,40.045386 ,0.00651,0.0079,10:00,11:00
20202,2,116.531842 ,39.829494 ,0.225993,0.3837,10:30,11:00
20203,2,116.399156 ,40.045214 ,0.266574,0.4603,11:00,11:30
20204,2,116.619314 ,40.118343 ,0.00132,0.0014,08:30,09:00
20205,2,116.322121 ,39.954517 ,0.17245,0.2716,11:30,12:00
20206,2,116.302773 ,40.105816 ,0.205345,0.3427,09:00,11:00
20207,2,116.502193 ,40.009199 ,0.216775,0.4661,10:30,12:00
20208,2,116.687858 ,39.973475 ,0.24855,0.4401,10:00,11:30
20209,2,116.526286 ,39.747875 ,0.01355,0.1261,11:00,12:00
20210,2,116.417559 ,39.969415 ,0.46975,0.7258,08:30,09:30
20211,2,116.490602 ,39.963339 ,0.34769,0.608,11:00,11:30
20212,2,116.205366 ,40.145143 ,0.34151,0.5529,10:00,12:00
20213,2,116.473127 ,39.998621 ,0.15545,0.2791,08:00,09:00
20214,2,116.564156 ,39.919256 ,0.20115,1.6398,09:00,11:00
20215,2,116.628119 ,39.824310 ,0.20113,0.3245,10:00,11:30
20216,2,116.230168 ,40.071781 ,0.001456,0.0057,10:00,11:30
20217,2,116.376508 ,40.031323 ,0.18357,0.2744,08:30,09:30
20218,2,116.298797 ,39.952490 ,0.15605,0.2666,08:00,09:00
20219,2,116.188288 ,39.785815 ,0.290775,0.4258,11:00,12:00
20220,2,116.124940 ,39.789416 ,0.19232,0.3723,09:00,09:30
20221,2,116.257688 ,40.099361 ,0.16938,0.2822,10:00,10:30
20222,2,116.556170 ,39.936915 ,0.04024,0.0658,09:00,09:30
20223,2,116.635922 ,39.832181 ,0.11661,0.1644,08:30,10:00
20224,2,116.105126 ,39.743710 ,0.0019,0.0728,10:00,12:00
20225,2,116.466411 ,39.988646 ,0.21222,0.2646,09:30,11:00
20226,2,116.598303 ,40.050973 ,0.18905,0.312,10:00,11:30
20227,2,116.424648 ,40.127548 ,0.01251,0.0162,11:00,12:00
20228,2,116.376915 ,39.971917 ,0.25728,0.4215,08:00,09:00
20229,2,116.707641 ,39.918890 ,0.041725,0.3609,09:00,10:00
20230,2,116.198841 ,39.708363 ,0.20871,0.3665,09:00,09:30
20231,2,116.495639 ,39.911295 ,0.40769,0.7108,08:00,09:30
20232,2,116.224640 ,39.782793 ,0.04038,0.0469,08:00,09:30
20233,2,116.568360 ,39.838198 ,0.1891,0.3507,09:30,11:30
20234,2,116.353407 ,39.932741 ,0.0843,0.5618,10:00,11:30
20235,2,116.276302 ,39.780674 ,0.0215,0.0723,08:00,09:30
20236,2,116.646199 ,39.879243 ,0.26562,0.4325,10:00,11:30
20237,2,116.326454 ,39.884205 ,0.00216,0.0013,10:00,11:00
20238,2,116.470445 ,39.789310 ,0.01478,0.1292,09:00,10:30
20239,2,116.454592 ,39.919255 ,0.0093,0.1436,09:00,09:30
20240,2,116.189176 ,39.912679 ,0.160125,0.5352,10:30,11:00
20241,2,116.166430 ,39.991848 ,0.1892,0.3807,10:00,11:00
20242,2,116.312054 ,39.828131 ,0.13683,0.2061,10:00,11:00
20243,2,116.561210 ,39.972870 ,0.20671,0.3644,10:00,11:00
20244,2,116.392130 ,39.747772 ,0.196048,0.4887,11:00,11:30
20245,2,116.196599 ,39.715292 ,0.154684,0.2848,09:00,09:30
20246,2,116.452815 ,40.040456 ,0.15267,0.2323,08:00,10:00
20247,2,116.303852 ,40.054474 ,0.003,0.0119,08:30,10:00
20248,2,116.413854 ,39.842250 ,0.17472,0.31,10:00,12:00
20249,2,116.194079 ,40.014206 ,0.148578,0.2845,08:00,09:30
20250,2,116.359950 ,39.831423 ,0.150148,0.2724,09:00,10:30
20251,2,116.594821 ,40.135412 ,0.194,0.2937,10:30,11:30
20252,2,116.490828 ,39.910101 ,0.15503,0.2662,09:30,10:30
20253,2,116.466526 ,40.006020 ,0.016305,0.0349,11:30,12:00
20254,2,116.164950 ,39.929904 ,0.016305,0.0349,10:30,11:30
20255,2,116.316741 ,39.924148 ,0.0716,0.5216,08:30,09:00
20256,2,116.546216 ,40.031957 ,0.016712,0.0288,10:00,12:00
20257,2,116.426810 ,39.991620 ,0.00112,0.0092,09:00,11:00
20258,2,116.545360 ,39.973302 ,0.0152,0.1287,09:00,10:30
20259,2,116.586076 ,40.077451 ,0.0027,0.0087,09:00,10:00
20260,2,116.488628 ,39.854318 ,0.03054,0.087,10:30,11:30
20261,2,116.196319 ,40.016255 ,0.0027,0.0199,08:00,08:30
20262,2,116.522580 ,39.994541 ,0.002,0.002,10:00,11:00
20263,2,116.457262 ,39.996965 ,0.00672,0.0216,11:30,12:00
20264,2,116.627269 ,39.950806 ,0.00692,0.0128,09:00,11:00
20265,2,116.574121 ,39.964850 ,0.03036,0.0518,10:00,12:00
20266,2,116.305610 ,39.982041 ,0.00716,0.0522,08:00,09:30
20267,2,116.247269 ,39.861845 ,0.00816,0.0897,08:00,09:00
20268,2,116.281850 ,40.015465 ,0.054,0.228,08:00,09:30
20269,2,116.416580 ,39.897067 ,0.01396,0.0769,11:00,12:00
20270,2,116.286178 ,40.151132 ,0.04239,0.5287,09:30,10:30
20271,2,116.437591 ,40.100138 ,0.00395,0.0363,11:00,11:30
20272,2,116.379866 ,39.890645 ,0.06028,0.4052,08:00,10:00
20273,2,116.454306 ,39.890242 ,0.0247,0.0675,09:00,11:00
20274,2,116.374103 ,39.802001 ,0.00543,0.0092,10:00,11:30
20275,2,116.237082 ,39.954380 ,0.02596,0.0692,11:00,12:00
20276,2,116.692244 ,39.910436 ,0.00275,0.0056,10:00,11:30
20277,2,116.186490 ,40.064186 ,0.0056,0.0461,10:00,11:00
20278,2,116.379468 ,39.910461 ,0.5576,0.82,11:00,12:00
20279,2,116.508270 ,39.904111 ,0.61165,1.7805,11:00,11:30
20280,2,116.318873 ,40.091873 ,0.46752,0.6925,08:00,10:00
20281,2,116.543318 ,39.808051 ,0.5116,0.7941,10:00,12:00
20282,2,116.240788 ,39.929417 ,0.88684,2.4112,08:30,10:30
20283,2,116.568660 ,40.098940 ,0.03,0.1,10:00,11:30
20284,2,116.260495 ,39.776747 ,0.36603,1.0936,08:00,09:00
20285,2,116.535480 ,39.872472 ,2.4096,13.6937,09:00,10:00
20286,2,116.154804 ,40.075740 ,0.1792,0.614,10:00,11:30
20287,2,116.204736 ,39.841059 ,0.27024,0.9933,10:00,10:30
20288,2,116.288365 ,39.884728 ,0.0489,0.1697,08:00,09:30
20289,2,116.123738 ,39.745815 ,2.4096,13.6937,08:00,09:00
20290,2,116.196348 ,40.015454 ,1.104,8.5536,08:00,10:00
20291,2,116.571708 ,39.768688 ,0.28035,0.5789,10:00,11:30
20292,2,116.501301 ,39.745795 ,2.4495,13.7872,10:00,11:30
20293,2,116.114497 ,39.742268 ,0.04077,0.1378,08:30,09:30
20294,2,116.103267 ,39.757127 ,1.3644,7.2209,08:00,09:00
20295,2,116.285796 ,40.100377 ,2.12126,5.0511,09:30,10:00
20296,2,116.110911 ,39.965585 ,0.54048,1.9865,08:00,08:30
20297,2,116.275235 ,40.131681 ,0.14054,0.3575,08:30,10:30
20298,2,116.536628 ,40.001629 ,0.08275,0.1625,08:00,10:00
20299,2,116.406051 ,39.950095 ,0.62068,1.7639,09:00,10:30
20300,2,116.284428 ,40.051582 ,0.0933,0.2009,10:00,11:30
20301,2,116.352073 ,40.018010 ,0.0094,0.0625,09:30,11:00
20302,2,116.589081 ,40.047472 ,0.22186,0.6883,09:00,10:30
20303,2,116.586744 ,39.946024 ,1.104,8.5536,09:00,09:30
20304,2,116.380842 ,39.878895 ,0.54048,1.9865,10:00,10:30
20305,2,116.617896 ,40.116010 ,0.18457,0.5252,09:30,10:00
20306,2,116.171407 ,39.996400 ,0.00584,0.0406,10:00,12:00
20307,2,116.148086 ,39.857514 ,0.1212,0.2853,10:00,12:00
20308,2,116.618180 ,39.938170 ,0.06029,0.1306,09:00,10:30
20309,2,116.361636 ,39.722082 ,0.23721,0.4616,10:00,11:30
20310,2,116.237337 ,40.097076 ,0.3025,1.006,10:00,11:30
20311,2,116.131274 ,40.039138 ,0.4279,1.0298,10:00,10:30
20312,2,116.113183 ,39.961169 ,1.2048,6.8468,10:30,11:00
20313,2,116.393513 ,39.939202 ,2.4495,13.7872,10:00,10:30
20314,2,116.291622 ,40.103339 ,0.20146,0.4528,10:00,10:30
20315,2,116.435160 ,39.841622 ,1.08096,3.9731,10:00,12:00
20316,2,116.513715 ,39.803730 ,2.4096,13.6937,09:00,10:30
20317,2,116.385237 ,39.947972 ,0.02868,0.0905,10:30,12:00
20318,2,116.505880 ,39.851419 ,2.4761,13.8496,08:30,10:00
20319,2,116.219977 ,39.812052 ,0.00266,0.0146,09:30,10:30
20320,2,116.325840 ,39.890809 ,2.4096,13.6937,11:00,11:30
20321,2,116.545298 ,40.034099 ,0.01276,0.0164,09:00,09:30
20322,2,116.347987 ,39.711107 ,0.03182,0.1165,08:00,10:00
20323,2,116.556855 ,40.107231 ,1.2048,6.8468,09:00,11:00
20324,2,116.301181 ,40.101156 ,0.36875,0.8301,10:00,11:30
20325,2,116.675417 ,39.951002 ,2.4495,13.7872,10:30,12:00
20326,2,116.344526 ,40.113383 ,0.552,4.2768,08:00,09:00
20327,2,116.156005 ,40.076847 ,1.2048,6.8468,10:00,11:00
20328,2,116.354903 ,39.953983 ,2.0169,6.1746,08:30,09:00
20329,2,116.556711 ,39.781191 ,0.0665,0.1559,10:00,10:30
20330,2,116.447994 ,39.776081 ,0.28718,0.5566,10:00,10:30
20331,2,116.472114 ,39.893480 ,0.01276,0.0164,08:00,10:00
20332,2,116.382612 ,39.850152 ,1.2713,7.0027,09:00,10:30
20333,2,116.389433 ,39.976760 ,0.04132,0.1197,08:00,09:00
20334,2,116.220619 ,39.774572 ,1.2447,6.9404,08:30,10:00
20335,2,116.284699 ,39.886433 ,0.20457,0.6098,08:30,09:30
20336,2,116.276293 ,40.046820 ,2.4761,13.8496,10:30,11:00
20337,2,116.476034 ,39.895725 ,2.4096,13.6937,10:00,10:30
20338,2,116.234340 ,40.085126 ,0.07452,0.2199,08:30,10:30
20339,2,116.597292 ,40.118362 ,1.2713,7.0027,08:00,10:00
20340,2,116.479044 ,40.104620 ,2.4362,13.756,08:00,10:00
20341,2,116.323463 ,40.035067 ,0.00724,0.0224,08:00,09:30
20342,2,116.293799 ,40.103065 ,2.4495,13.7872,10:00,11:30
20343,2,116.174784 ,39.995367 ,0.00123,0.0101,10:00,11:00
20344,2,116.375711 ,39.916697 ,0.094,0.1508,09:00,10:00
20345,2,116.318233 ,39.872354 ,0.12588,0.3724,10:00,10:30
20346,2,116.306751 ,39.968400 ,0.08163,0.6601,11:30,12:00
20347,2,116.190337 ,40.038050 ,0.4012,0.8069,08:00,10:00
20348,2,116.557778 ,39.896102 ,0.00393,0.013,08:00,10:00
20349,2,116.591882 ,40.048428 ,0.01842,0.1292,09:30,11:00
20350,2,116.690799 ,39.937127 ,0.0018,0.0256,08:30,10:00
20351,2,116.468578 ,40.046876 ,0.5676,0.9936,09:00,10:00
20352,2,116.148926 ,39.802400 ,0.125,1.0627,09:00,09:30
20353,2,116.273097 ,39.934194 ,0.005,1,10:00,10:30
20354,2,116.275423 ,40.125261 ,0.01502,0.0355,11:00,11:30
20355,2,116.616325 ,39.798069 ,0.0026,0.004,08:00,10:00
20356,2,116.518102 ,39.784189 ,0.04992,0.0599,08:00,10:00
20357,2,116.209163 ,40.148981 ,0.02436,0.1021,08:00,09:30
20358,2,116.109895 ,39.760821 ,0.023284,0.0307,09:00,10:30
20359,2,116.286741 ,40.006864 ,0.02736,0.0419,10:00,11:00
20360,2,116.283083 ,40.014391 ,0.54,4.0293,10:00,11:00
20361,2,116.304128 ,39.953552 ,0.0016,0.0086,11:00,12:00
20362,2,116.424905 ,39.858297 ,0.00122,0.0029,09:00,09:30
20363,2,116.522574 ,40.016052 ,0.0066,0.0359,10:00,12:00
20364,2,116.492481 ,40.029790 ,0.0056,0.0179,09:00,11:00
20365,2,116.457941 ,39.798649 ,0.00384,0.0075,10:00,12:00
20366,2,116.293947 ,39.850358 ,0.01363,0.0479,10:00,11:30
20367,2,116.270429 ,39.874832 ,0.02058,0.0385,08:00,09:00
20368,2,116.599793 ,39.829389 ,0.02568,0.047,09:00,10:00
20369,2,116.600604 ,39.875702 ,0.02535,0.043,11:00,11:30
20370,2,116.577747 ,40.043431 ,0.03552,0.0371,11:00,11:30
20371,2,116.262563 ,39.864332 ,0.09534,0.1627,09:30,11:30
20372,2,116.527514 ,39.976685 ,0.17183,0.2647,08:00,10:00
20373,2,116.525015 ,39.904077 ,0.17965,0.5429,09:30,11:00
20374,2,116.317664 ,39.997274 ,0.03,0.2,09:30,11:00
20375,2,116.414649 ,40.082140 ,0.03987,0.0627,10:00,11:00
20376,2,116.177223 ,39.843079 ,0.0108,0.0178,10:30,11:30
20377,2,116.312071 ,39.766690 ,0.05735,0.1444,09:00,10:00
