ID,type,lng                 ,lat                 ,pack_total_weight,pack_total_volume,first_receive_tm,last_receive_tm
30097,2,116.285796 ,40.100377 ,0.00152,0.0455,10:00,10:30
30098,2,116.110911 ,39.965585 ,0.66785,0.4762,08:00,09:30
30099,2,116.275235 ,40.131681 ,1.13498,3.1693,10:00,10:30
30100,2,116.536628 ,40.001629 ,1.06299,4.1368,10:00,11:30
30101,2,116.406051 ,39.950095 ,0.17686,0.5549,09:30,10:30
30102,2,116.284428 ,40.051582 ,0.7904,2.4538,09:00,09:30
30103,2,116.352073 ,40.018010 ,0.2525,0.443,09:00,10:30
30104,2,116.589081 ,40.047472 ,0.00816,0.0897,08:30,09:30
30105,2,116.586744 ,39.946024 ,0.05145,0.0861,10:00,12:00
30106,2,116.380842 ,39.878895 ,0.15105,0.2558,10:00,11:30
30107,2,116.617896 ,40.116010 ,0.23,0.51,11:00,11:30
30108,2,116.171407 ,39.996400 ,0.00303,0.0044,08:00,09:30
30109,2,116.148086 ,39.857514 ,0.00115,0.0025,11:00,12:00
30110,2,116.618180 ,39.938170 ,0.3004,0.7576,09:00,09:30
30111,2,116.361636 ,39.722082 ,0.36018,1.0629,10:30,11:30
30112,2,116.237337 ,40.097076 ,0.06895,0.2132,10:30,11:00
30113,2,116.131274 ,40.039138 ,0.05247,0.1705,08:30,10:30
30114,2,116.113183 ,39.961169 ,2.10294,5.5088,10:00,11:00
30115,2,116.393513 ,39.939202 ,0.6831,2.0159,10:00,10:30
30116,2,116.291622 ,40.103339 ,0.12402,0.3396,09:30,11:00
30117,2,116.186690 ,40.057311 ,0.81072,2.9798,09:00,10:00
30118,2,116.513715 ,39.803730 ,0.082,0.1128,10:00,12:00
30119,2,116.385237 ,39.947972 ,0.36018,1.0629,10:00,11:00
30120,2,116.505880 ,39.851419 ,0.43558,1.0986,09:00,09:30
30121,2,116.219977 ,39.812052 ,0.18024,0.4546,09:00,10:30
30122,2,116.325840 ,39.890809 ,0.17388,0.5131,10:00,11:00
30123,2,116.545298 ,40.034099 ,0.00638,0.0082,10:00,12:00
30124,2,116.347987 ,39.711107 ,0.4267,1.1424,10:30,11:30
30125,2,116.556855 ,40.107231 ,0.14182,0.2907,10:00,12:00
30126,2,116.301181 ,40.101156 ,0.0847,0.2817,10:00,11:00
30127,2,116.675417 ,39.951002 ,0.1869,0.3859,08:00,10:00
30128,2,116.344526 ,40.113383 ,0.02552,0.0327,09:30,10:30
30129,2,116.156005 ,40.076847 ,0.17326,0.4702,09:30,11:30
30130,2,116.354903 ,39.953983 ,0.00894,0.0354,09:30,10:30
30131,2,116.556711 ,39.781191 ,0.80947,1.624,08:00,09:30
30132,2,116.447994 ,39.776081 ,1.51975,3.0964,08:00,08:30
30133,2,116.472114 ,39.893480 ,0.7045,1.4845,09:30,11:00
30134,2,116.382612 ,39.850152 ,0.22724,0.5981,10:00,11:00
30135,2,116.389433 ,39.976760 ,0.1502,0.3788,08:00,09:00
30136,2,116.220619 ,39.774572 ,0.621,1.8326,10:00,10:30
30137,2,116.284699 ,39.886433 ,0.13659,0.2856,10:00,11:30
30138,2,116.276293 ,40.046820 ,0.72036,2.1258,09:00,09:30
30139,2,116.476034 ,39.895725 ,0.3124,0.9197,09:00,10:30
30140,2,116.234340 ,40.085126 ,0.164,0.2256,09:00,09:30
30141,2,116.597292 ,40.118362 ,0.3726,1.0996,10:00,11:30
30142,2,116.479044 ,40.104620 ,0.09936,0.2932,09:00,09:30
30143,2,116.323463 ,40.035067 ,0.05238,0.1822,11:00,12:00
30144,2,116.293799 ,40.103065 ,0.789,2.2768,09:00,11:00
30145,2,116.174784 ,39.995367 ,0.404,0.9509,10:30,11:30
30146,2,116.375711 ,39.916697 ,0.14904,0.4398,08:00,09:00
30147,2,116.318233 ,39.872354 ,0.60858,1.796,10:00,11:00
30148,2,116.306751 ,39.968400 ,0.28566,0.843,08:30,10:30
30149,2,116.190337 ,40.038050 ,1.1268,3.9312,08:00,09:30
30150,2,116.557778 ,39.896102 ,0.02274,0.0518,08:00,08:30
30151,2,116.591882 ,40.048428 ,0.02817,0.0386,10:00,11:00
30152,2,116.690799 ,39.937127 ,0.13518,0.3409,08:00,10:00
30153,2,116.468578 ,40.046876 ,0.16146,0.4765,08:00,09:00
30154,2,116.148926 ,39.802400 ,0.11209,0.3055,11:30,12:00
30155,2,116.273097 ,39.934194 ,0.047,0.3126,09:30,11:00
30156,2,116.275423 ,40.125261 ,0.96876,2.8589,09:30,10:00
30157,2,116.616325 ,39.798069 ,0.18624,0.5615,08:00,09:00
30158,2,116.518102 ,39.784189 ,0.0589,0.16,08:00,08:30
30159,2,116.209163 ,40.148981 ,0.02315,0.0472,09:30,10:30
30160,2,116.109895 ,39.760821 ,0.6503,1.9068,08:00,09:30
30161,2,116.286741 ,40.006864 ,0.23598,0.6964,11:00,12:00
30162,2,116.283083 ,40.014391 ,0.86844,2.0972,09:00,11:00
30163,2,116.304128 ,39.953552 ,0.36041,1.0267,09:30,10:00
30164,2,116.424905 ,39.858297 ,0.45922,1.0434,10:00,12:00
30165,2,116.522574 ,40.016052 ,0.38155,0.9057,09:30,10:00
30166,2,116.492481 ,40.029790 ,0.29394,0.754,08:00,09:00
30167,2,116.457941 ,39.798649 ,0.04968,0.1466,08:00,08:30
30168,2,116.293947 ,39.850358 ,0.06559,0.1436,10:30,12:00
30169,2,116.270429 ,39.874832 ,0.217,0.4593,10:30,11:00
30170,2,116.599793 ,39.829389 ,0.05136,0.1034,08:30,10:30
30171,2,116.600604 ,39.875702 ,0.206,0.5688,10:30,11:00
30172,2,116.577747 ,40.043431 ,0.12991,0.3101,10:00,12:00
30173,2,116.262563 ,39.864332 ,0.05383,0.1318,08:00,08:30
30174,2,116.527514 ,39.976685 ,0.03,0.1,08:00,10:00
30175,2,116.525015 ,39.904077 ,0.924,6.2492,08:30,10:30
30176,2,116.317664 ,39.997274 ,0.5973,4.4637,08:30,09:30
30177,2,116.414649 ,40.082140 ,0.484,4.597,10:00,12:00
30178,2,116.177223 ,39.843079 ,0.726,6.8955,10:00,11:00
30179,2,116.312071 ,39.766690 ,0.0108,0.0178,08:00,09:30
30180,2,116.589897 ,39.761889 ,0.0108,0.0178,10:00,10:30
30181,2,116.365569 ,39.915300 ,0.273255,0.7576,10:00,12:00
30182,2,116.373051 ,39.933029 ,0.09868,0.4367,09:00,10:00
30183,2,116.212379 ,40.127579 ,0.12,0.81,09:00,11:00
30184,2,116.264538 ,39.905626 ,0.0502,0.6024,09:00,10:00
30185,2,116.589145 ,40.000236 ,0.201025,0.3093,08:00,09:00
30186,2,116.344678 ,40.048093 ,0.1938,0.659,10:30,11:30
30187,2,116.450707 ,39.939741 ,0.20844,0.3766,08:00,09:00
30188,2,116.425667 ,39.890734 ,0.36415,0.5952,10:30,11:30
30189,2,116.400821 ,39.993059 ,0.31564,0.5862,08:00,09:00
30190,2,116.325908 ,39.861526 ,0.001044,0.0107,08:00,09:30
30191,2,116.448469 ,39.927001 ,0.0011,0.0123,08:30,10:00
30192,2,116.437355 ,39.989739 ,0.0255,0.0418,08:30,09:00
30193,2,116.382306 ,39.960325 ,0.00123,0.0101,10:30,11:30
30194,2,116.623784 ,40.034688 ,0.2392,2.125,08:30,10:30
30195,2,116.321390 ,39.811570 ,0.00162,0.0078,10:00,11:00
30196,2,116.455510 ,39.944381 ,0.05495,0.0891,08:30,10:30
30197,2,116.546946 ,39.864005 ,0.1613,0.2846,09:00,10:00
30198,2,116.192636 ,39.828248 ,0.0017,0.003,10:30,12:00
30199,2,116.390727 ,39.893730 ,0.00816,0.0897,08:00,09:00
30200,2,116.124924 ,40.046550 ,0.00157,0.0062,09:00,10:00
30201,2,116.388077 ,39.902642 ,0.1537,0.2572,08:30,09:00
30202,2,116.596954 ,40.030318 ,0.164845,0.266,10:00,11:30
30203,2,116.536792 ,39.957022 ,0.105945,0.1562,10:00,12:00
30204,2,116.443353 ,39.800758 ,0.00584,0.0444,08:00,09:30
30205,2,116.343531 ,40.053524 ,0.027375,0.0373,11:30,12:00
30206,2,116.256760 ,39.934635 ,0.003466,0.0078,09:30,11:00
30207,2,116.428143 ,40.110781 ,0.07576,0.1355,10:00,12:00
30208,2,116.231580 ,39.881998 ,0.0051,0.0466,09:00,10:00
30209,2,116.206099 ,39.792749 ,0.00568,0.012,08:30,10:00
30210,2,116.632029 ,39.892375 ,0.00138,0.0168,08:00,09:30
30211,2,116.283272 ,39.839872 ,0.8964,1.3822,10:00,10:30
30212,2,116.409095 ,39.951297 ,0.18,1.0873,08:00,09:00
30213,2,116.564581 ,40.137081 ,0.3114,0.5499,10:00,10:30
30214,2,116.153525 ,39.746987 ,0.00148,0.0258,08:00,09:00
30215,2,116.308466 ,39.912960 ,0.00363,0.0188,10:30,11:30
30216,2,116.424777 ,39.937987 ,0.00466,0.0028,10:30,11:00
30217,2,116.283751 ,39.875050 ,0.20664,0.9949,10:00,10:30
30218,2,116.482258 ,40.001639 ,0.0145,0.0425,09:00,11:00
30219,2,116.371456 ,39.958079 ,0.997,1.871,11:00,12:00
30220,2,116.530478 ,39.782766 ,0.00308,0.0042,10:00,11:00
30221,2,116.279579 ,39.953997 ,0.17,0.6044,10:00,10:30
30222,2,116.298674 ,39.727626 ,0.37689,0.6746,08:00,08:30
30223,2,116.241012 ,39.833148 ,0.0022,0.0034,10:00,11:00
30224,2,116.529464 ,40.009376 ,0.0098,0.0212,09:30,10:00
30225,2,116.184325 ,39.914531 ,0.21733,0.3603,08:00,09:00
30226,2,116.366709 ,39.715883 ,0.024,0.0496,10:00,11:30
30227,2,116.641000 ,39.918367 ,0.24,0.3816,10:00,10:30
30228,2,116.559676 ,39.853125 ,0.316,0.585,10:00,11:30
30229,2,116.431138 ,39.757773 ,0.1251,0.1999,08:00,09:00
30230,2,116.215395 ,39.736081 ,0.09016,0.1698,08:00,08:30
30231,2,116.645301 ,39.839617 ,0.0908,0.1604,08:00,09:00
30232,2,116.420314 ,39.937455 ,0.19848,0.3769,11:00,11:30
30233,2,116.624490 ,39.811995 ,0.606,4.41,08:00,09:00
30234,2,116.524895 ,39.904290 ,0.16605,0.2846,10:30,11:30
30235,2,116.391802 ,39.765091 ,0.006,0.0751,08:00,10:00
30236,2,116.447055 ,40.060542 ,0.21797,1.85,08:30,09:30
30237,2,116.658478 ,39.932289 ,0.2944,0.4348,10:00,12:00
30238,2,116.158774 ,39.780867 ,0.21388,1.2,10:00,11:30
30239,2,116.208904 ,39.715940 ,0.1992,1.2,10:00,12:00
30240,2,116.517435 ,40.125519 ,0.01878,0.2,09:00,10:00
30241,2,116.697575 ,39.917007 ,0.37428,2.15,11:30,12:00
30242,2,116.351320 ,39.720152 ,1.116,1.5552,08:00,09:30
30243,2,116.323810 ,40.067680 ,0.01331,0.023,08:00,10:00
30244,2,116.560621 ,39.926488 ,0.00868,0.0137,08:00,09:00
30245,2,116.503753 ,40.060701 ,0.15384,0.268,09:30,10:00
30246,2,116.224940 ,39.779523 ,0.086,0.1271,10:00,12:00
30247,2,116.224187 ,40.096210 ,0.158665,0.2734,09:00,09:30
30248,2,116.199836 ,39.863834 ,0.06832,0.1012,08:30,10:30
30249,2,116.372596 ,39.861877 ,0.12572,1.0228,08:30,09:30
30250,2,116.390719 ,39.900011 ,0.00422,0.0207,08:30,09:00
30251,2,116.658728 ,39.961940 ,0.02484,0.1248,08:00,09:30
30252,2,116.203554 ,40.036823 ,0.1782,1.1667,11:30,12:00
30253,2,116.188229 ,39.997943 ,0.054,0.2115,09:30,11:30
30254,2,116.546578 ,39.815660 ,0.10684,0.1506,10:00,11:00
30255,2,116.309697 ,39.980247 ,0.15107,0.2692,08:00,09:00
30256,2,116.190341 ,39.787805 ,0.168,0.2764,10:00,12:00
30257,2,116.183131 ,40.036575 ,0.023642,0.1242,08:00,09:00
30258,2,116.425374 ,39.872512 ,0.44526,0.8716,09:30,10:00
30259,2,116.226014 ,39.913908 ,0.15942,0.3001,08:00,09:00
30260,2,116.204614 ,40.140678 ,0.15195,0.2576,09:00,10:00
30261,2,116.365550 ,40.087349 ,0.0012,0.0023,08:30,09:00
30262,2,116.652135 ,39.819984 ,0.45652,0.6928,08:00,10:00
30263,2,116.340280 ,39.799080 ,0.08208,0.1725,08:00,09:00
30264,2,116.153591 ,40.053798 ,1.54802,2.0077,09:30,11:30
30265,2,116.336875 ,39.710804 ,0.21984,0.2977,08:00,09:00
30266,2,116.218136 ,40.035685 ,0.27034,0.4957,08:00,10:00
30267,2,116.429870 ,40.011552 ,0.38784,0.7867,11:30,12:00
30268,2,116.589001 ,39.863786 ,1.53756,2.3899,09:30,11:00
30269,2,116.171846 ,40.121601 ,0.228,0.3685,10:30,11:00
30270,2,116.378621 ,39.860113 ,0.69528,1.2515,08:00,09:30
30271,2,116.264091 ,40.057709 ,1.92344,2.668,08:00,10:00
30272,2,116.118371 ,39.735745 ,0.4792,0.7745,08:30,09:00
30273,2,116.424149 ,39.984811 ,0.8663,1.3633,08:30,09:30
30274,2,116.201684 ,39.903031 ,0.8738,1.6806,10:00,12:00
30275,2,116.271169 ,39.970029 ,0.48552,0.7284,10:00,11:00
30276,2,116.534351 ,39.800181 ,0.68686,1.2718,10:30,12:00
30277,2,116.258374 ,40.043397 ,0.0567,0.1283,08:30,10:30
30278,2,116.619480 ,39.890083 ,1.44488,2.1901,08:30,09:30
30279,2,116.266001 ,39.699231 ,0.76656,1.1963,08:30,09:00
30280,2,116.167472 ,39.761402 ,0.40996,0.6949,08:00,09:00
30281,2,116.468175 ,40.083011 ,0.27634,0.4318,11:00,11:30
30282,2,116.413538 ,39.836619 ,0.40756,0.9413,10:00,10:30
30283,2,116.188964 ,39.796825 ,1.35888,2.02,08:00,09:30
30284,2,116.104581 ,39.767081 ,0.31486,0.4732,09:00,10:00
30285,2,116.653520 ,39.922479 ,0.65636,1.1921,08:00,09:00
30286,2,116.173612 ,39.797655 ,0.3072,0.5373,08:30,10:00
30287,2,116.147762 ,39.702263 ,0.0841,0.1617,08:30,10:30
30288,2,116.205796 ,39.896230 ,1.053,1.1858,10:00,12:00
30289,2,116.370359 ,39.915319 ,1.73048,2.5545,08:00,09:00
30290,2,116.571688 ,39.922699 ,0.54202,1.0747,11:00,12:00
30291,2,116.265113 ,39.826063 ,0.50474,0.8267,09:00,09:30
30292,2,116.405468 ,40.000125 ,1.01508,1.5717,09:00,10:30
30293,2,116.502296 ,39.839487 ,0.68804,1.1999,10:00,11:00
30294,2,116.558710 ,39.931115 ,1.2923,2.0426,11:30,12:00
30295,2,116.198748 ,39.944530 ,0.12418,0.1739,10:00,11:00
30296,2,116.700951 ,39.868963 ,0.2012,0.3379,08:00,10:00
30297,2,116.236759 ,39.907280 ,0.0164,0.0388,10:30,11:00
30298,2,116.332836 ,39.922848 ,0.52032,0.7883,08:00,10:00
30299,2,116.309700 ,39.953683 ,0.18282,0.3905,10:00,10:30
30300,2,116.238167 ,40.044733 ,0.43194,0.6841,08:00,09:30
30301,2,116.294871 ,39.966190 ,0.73536,1.2455,10:00,10:30
30302,2,116.513490 ,40.087020 ,0.48124,0.7687,10:00,11:00
30303,2,116.196051 ,40.082230 ,0.3008,0.5926,08:00,09:30
30304,2,116.314869 ,40.054075 ,0.3059,0.4938,08:00,09:00
30305,2,116.460222 ,39.897161 ,0.278,0.6524,08:00,10:00
30306,2,116.681000 ,39.869261 ,0.15286,0.2437,08:00,09:00
30307,2,116.468181 ,40.046460 ,0.78322,1.337,08:00,09:30
30308,2,116.582560 ,40.081932 ,0.20222,0.6536,11:30,12:00
30309,2,116.681522 ,39.986227 ,0.46358,0.8304,08:00,09:30
30310,2,116.237377 ,39.846996 ,0.03492,0.0707,08:00,08:30
30311,2,116.359920 ,39.919406 ,0.011,0.0706,08:00,09:00
30312,2,116.293773 ,39.837069 ,0.0062,0.0274,08:30,10:00
30313,2,116.631017 ,39.896875 ,0.0189,0.1092,10:00,10:30
30314,2,116.560971 ,39.759136 ,0.391,0.605,08:00,09:30
30315,2,116.368612 ,39.740478 ,0.07,0.5,08:00,08:30
30316,2,116.361386 ,40.103819 ,0.048,2.3,09:30,11:00
30317,2,116.324013 ,39.824068 ,0.157,1.4417,10:00,10:30
30318,2,116.471107 ,39.939456 ,0.157,1.4417,09:30,11:00
30319,2,116.641452 ,40.027715 ,0.2025,2.6265,10:00,11:30
30320,2,116.262954 ,39.828919 ,0.157,1.4417,08:00,09:00
30321,2,116.355163 ,39.769064 ,0.2025,2.6265,08:00,10:00
30322,2,116.393988 ,39.937880 ,0.157,1.4417,08:00,09:00
30323,2,116.616520 ,39.922136 ,0.4559,2.6178,10:30,11:30
30324,2,116.426829 ,39.949393 ,0.15255,0.0679,10:00,11:00
30325,2,116.311736 ,39.756743 ,0.29875,0.5603,10:00,10:30
30326,2,116.302855 ,39.908949 ,1.602,2.1508,08:00,08:30
30327,2,116.502567 ,39.901606 ,0.02676,0.0373,08:30,10:30
30328,2,116.580064 ,39.871511 ,0.0447,0.0736,08:00,10:00
30329,2,116.512880 ,39.848178 ,0.01716,0.0259,10:00,11:30
30330,2,116.466502 ,39.950648 ,0.3926,0.6384,08:30,10:00
30331,2,116.407814 ,39.762370 ,0.05844,0.0857,10:00,11:00
30332,2,116.592422 ,39.980659 ,0.56489,0.9067,09:30,10:30
30333,2,116.344111 ,39.715060 ,0.2256,0.3875,10:00,10:30
30334,2,116.211092 ,40.014766 ,0.08052,0.1939,10:00,11:00
30335,2,116.119248 ,39.802223 ,0.15768,0.3264,08:00,10:00
30336,2,116.463436 ,39.794012 ,0.15768,0.3264,10:00,12:00
30337,2,116.352844 ,39.966575 ,0.27629,0.4788,09:00,10:30
30338,2,116.350509 ,39.910696 ,0.80648,1.2469,10:00,11:30
30339,2,116.545370 ,40.083385 ,0.4764,1.2699,09:30,10:30
30340,2,116.424700 ,39.948278 ,0.36432,0.8248,10:30,12:00
30341,2,116.195845 ,39.814882 ,0.66508,1.2667,10:30,11:00
30342,2,116.424785 ,39.940900 ,0.1914,0.2921,10:00,10:30
30343,2,116.305697 ,39.956776 ,0.35904,0.6896,09:30,11:30
30344,2,116.313459 ,39.766599 ,0.3371,0.6825,08:00,10:00
30345,2,116.432545 ,39.976787 ,0.02922,0.0769,08:30,10:00
30346,2,116.363730 ,40.103616 ,2.08732,3.5131,08:00,09:00
30347,2,116.298991 ,39.995534 ,0.1999,0.3865,09:00,10:00
30348,2,116.652717 ,39.914699 ,2.38196,3.8398,10:00,11:30
30349,2,116.313445 ,39.847737 ,0.70052,1.2309,10:00,11:00
30350,2,116.434430 ,39.919280 ,0.51456,0.9777,09:00,10:00
30351,2,116.635818 ,40.069117 ,0.93258,1.612,08:00,09:00
30352,2,116.192973 ,39.823276 ,0.22094,0.478,10:00,12:00
30353,2,116.276805 ,39.978759 ,0.18288,0.3186,09:30,11:00
30354,2,116.451560 ,39.966901 ,0.8548,1.5116,10:30,12:00
30355,2,116.274608 ,39.805978 ,0.24174,0.5948,08:00,09:00
30356,2,116.122971 ,39.793079 ,0.24948,0.5227,08:00,09:00
30357,2,116.470921 ,39.830654 ,0.06844,0.2011,08:00,08:30
30358,2,116.203602 ,40.092096 ,0.21976,0.3375,10:30,11:00
30359,2,116.370523 ,40.077221 ,0.42894,0.7444,08:30,10:30
30360,2,116.361742 ,40.001180 ,1.11094,1.5082,08:00,09:30
30361,2,116.256462 ,39.989266 ,0.04074,0.1005,08:00,09:00
30362,2,116.444326 ,39.805183 ,0.428,0.7375,08:00,09:30
30363,2,116.250491 ,40.091854 ,0.33274,0.599,08:00,09:00
30364,2,116.695729 ,39.871488 ,0.07362,0.1614,09:00,10:30
30365,2,116.386671 ,39.976721 ,0.06308,0.1313,09:00,09:30
30366,2,116.551122 ,39.835435 ,0.10678,0.1814,08:00,09:00
30367,2,116.488890 ,40.011524 ,0.25834,0.449,09:30,11:30
30368,2,116.241588 ,40.072487 ,0.235,0.3975,08:00,09:00
30369,2,116.458848 ,39.884657 ,1.1844,1.9915,10:30,12:00
30370,2,116.229908 ,40.018949 ,0.00228,0.0108,09:30,11:00
30371,2,116.177702 ,39.851812 ,0.50792,0.7817,11:00,12:00
30372,2,116.340811 ,39.712575 ,0.12104,0.248,08:30,09:30
30373,2,116.374897 ,39.835417 ,1.45218,2.513,08:00,08:30
30374,2,116.125089 ,39.776359 ,0.16092,0.3551,11:00,12:00
30375,2,116.412248 ,39.997124 ,1.39228,2.4923,09:00,09:30
30376,2,116.342912 ,39.740883 ,1.51016,2.7202,08:00,10:00
30377,2,116.666829 ,40.018272 ,0.27034,0.4353,09:30,11:30
